"country","year","emissions"
"Gambia","X2001",1.91
"Gambia","X2002",1.69
"Gambia","X2003",1.57
"Gambia","X2004",1.46
"Gambia","X2005",1.33
"Gambia","X2006",1.35
"Gambia","X2007",1.34
"Gambia","X2008",1.38
"Gambia","X2009",1.55
"Gambia","X2010",1.53
"Gambia","X2011",1.31
"Gambia","X2012",1.32
"Gambia","X2013",1.31
"Gambia","X2014",1.34
"Gambia","X2015",1.38
"Gambia","X2016",1.29
"Gambia","X2017",1.26
"Gambia","X2018",1.17
"Gambia","X2019",1.22
"Georgia","X1990",6.54
"Georgia","X1991",4.54
"Georgia","X1992",2.95
"Georgia","X1993",1.8
"Georgia","X1994",0.35
"Georgia","X1995",-0.29
"Georgia","X1996",-0.64
"Georgia","X1997",-0.85
"Georgia","X1998",-0.99
"Georgia","X1999",-1.07
"Georgia","X2000",-0.99
"Georgia","X2001",2.06
"Georgia","X2002",1.94
"Georgia","X2003",2.09
"Georgia","X2004",2.12
"Georgia","X2005",2.27
"Georgia","X2006",2.38
"Georgia","X2007",2.59
"Georgia","X2008",2.36
"Georgia","X2009",2.58
"Georgia","X2010",2.53
"Georgia","X2011",3.85
"Georgia","X2012",4.11
"Georgia","X2013",4.37
"Georgia","X2014",4.52
"Georgia","X2015",4.6
"Georgia","X2016",4.72
"Georgia","X2017",4.68
"Georgia","X2018",4.6
"Georgia","X2019",4.74
"Germany","X1990",13.56
"Germany","X1991",13.12
"Germany","X1992",12.46
"Germany","X1993",12.27
"Germany","X1994",12.11
"Germany","X1995",12.02
"Germany","X1996",12.36
"Germany","X1997",11.88
"Germany","X1998",11.6
"Germany","X1999",11.13
"Germany","X2000",11.03
"Germany","X2001",11.64
"Germany","X2002",11.42
"Germany","X2003",11.43
"Germany","X2004",11.23
"Germany","X2005",10.97
"Germany","X2006",11.09
"Germany","X2007",10.76
"Germany","X2008",10.81
"Germany","X2009",10.15
"Germany","X2010",10.54
"Germany","X2011",10.23
"Germany","X2012",10.38
"Germany","X2013",10.55
"Germany","X2014",10
"Germany","X2015",9.97
"Germany","X2016",9.93
"Germany","X2017",9.68
"Germany","X2018",9.31
"Germany","X2019",8.67
"Ghana","X1990",1.49
"Ghana","X1991",1.45
"Ghana","X1992",1.44
"Ghana","X1993",1.42
"Ghana","X1994",1.4
"Ghana","X1995",1.38
"Ghana","X1996",1.4
"Ghana","X1997",1.43
"Ghana","X1998",1.59
"Ghana","X1999",1.49
"Ghana","X2000",1.47
"Ghana","X2001",3.18
"Ghana","X2002",3.16
"Ghana","X2003",3.11
"Ghana","X2004",2.98
"Ghana","X2005",3.01
"Ghana","X2006",2.99
"Ghana","X2007",2.92
"Ghana","X2008",2.84
"Ghana","X2009",2.81
"Ghana","X2010",2.82
"Ghana","X2011",2.18
"Ghana","X2012",2.23
"Ghana","X2013",2.26
"Ghana","X2014",2.19
"Ghana","X2015",2.19
"Ghana","X2016",0.25
"Ghana","X2017",0.32
"Ghana","X2018",0.37
"Ghana","X2019",0.42
"Greece","X1990",9.25
"Greece","X1991",9.15
"Greece","X1992",9.28
"Greece","X1993",9.26
"Greece","X1994",9.46
"Greece","X1995",9.83
"Greece","X1996",9.89
"Greece","X1997",9.95
"Greece","X1998",10.28
"Greece","X1999",10.33
"Greece","X2000",10.82
"Greece","X2001",10.8
"Greece","X2002",10.8
"Greece","X2003",11.07
"Greece","X2004",11.01
"Greece","X2005",11.17
"Greece","X2006",10.99
"Greece","X2007",11.28
"Greece","X2008",10.89
"Greece","X2009",10.25
"Greece","X2010",9.64
"Greece","X2011",9.67
"Greece","X2012",9.27
"Greece","X2013",8.63
"Greece","X2014",8.41
"Greece","X2015",8.3
"Greece","X2016",8.22
"Greece","X2017",8.2
"Greece","X2018",7.96
"Greece","X2019",7.45
"Grenada","X1990",19.11
"Grenada","X1991",19.28
"Grenada","X1992",19.73
"Grenada","X1993",19.47
"Grenada","X1994",19.45
"Grenada","X1995",19.54
"Grenada","X1996",19.72
"Grenada","X1997",19.88
"Grenada","X1998",20.15
"Grenada","X1999",20.22
"Grenada","X2000",20.12
"Grenada","X2001",20.32
"Grenada","X2002",20.53
"Grenada","X2003",20.63
"Grenada","X2004",20.5
"Grenada","X2005",20.66
"Grenada","X2006",20.84
"Grenada","X2007",21.03
"Grenada","X2008",21.23
"Grenada","X2009",26.13
"Grenada","X2010",21.24
"Grenada","X2011",21.4
"Grenada","X2012",22.36
"Grenada","X2013",21.42
"Grenada","X2014",20.79
"Grenada","X2015",20.93
"Grenada","X2016",20.94
"Grenada","X2017",21.01
"Grenada","X2018",21.29
"Grenada","X2019",21.31
"Guatemala","X1990",3.08
"Guatemala","X1991",3.04
"Guatemala","X1992",3.08
"Guatemala","X1993",3.07
"Guatemala","X1994",3.02
"Guatemala","X1995",3.04
"Guatemala","X1996",3
"Guatemala","X1997",2.95
"Guatemala","X1998",3.22
"Guatemala","X1999",3.02
"Guatemala","X2000",3.14
"Guatemala","X2001",2.79
"Guatemala","X2002",2.83
"Guatemala","X2003",2.9
"Guatemala","X2004",2.76
"Guatemala","X2005",2.86
"Guatemala","X2006",2.75
"Guatemala","X2007",2.82
"Guatemala","X2008",2.67
"Guatemala","X2009",2.74
"Guatemala","X2010",2.68
"Guatemala","X2011",2.25
"Guatemala","X2012",2.26
"Guatemala","X2013",2.3
"Guatemala","X2014",2.33
"Guatemala","X2015",2.48
"Guatemala","X2016",2.26
"Guatemala","X2017",2.19
"Guatemala","X2018",2.27
"Guatemala","X2019",2.32
"Guinea","X1990",3.06
"Guinea","X1991",3.02
"Guinea","X1992",2.99
"Guinea","X1993",2.96
"Guinea","X1994",2.94
"Guinea","X1995",2.92
"Guinea","X1996",2.77
"Guinea","X1997",2.76
"Guinea","X1998",2.87
"Guinea","X1999",2.75
"Guinea","X2000",2.74
"Guinea","X2001",2.8
"Guinea","X2002",2.88
"Guinea","X2003",2.85
"Guinea","X2004",2.8
"Guinea","X2005",2.9
"Guinea","X2006",2.87
"Guinea","X2007",2.85
"Guinea","X2008",2.85
"Guinea","X2009",2.83
"Guinea","X2010",2.99
"Guinea","X2011",3.05
"Guinea","X2012",3.11
"Guinea","X2013",3.05
"Guinea","X2014",3.02
"Guinea","X2015",3
"Guinea","X2016",3.25
"Guinea","X2017",3.2
"Guinea","X2018",3.13
"Guinea","X2019",3.18
"Guinea-Bissau","X1990",3.27
"Guinea-Bissau","X1991",3.21
"Guinea-Bissau","X1992",3.17
"Guinea-Bissau","X1993",3.13
"Guinea-Bissau","X1994",3.09
"Guinea-Bissau","X1995",3.05
"Guinea-Bissau","X1996",2.67
"Guinea-Bissau","X1997",2.65
"Guinea-Bissau","X1998",2.8
"Guinea-Bissau","X1999",3.04
"Guinea-Bissau","X2000",2.73
"Guinea-Bissau","X2001",2.81
"Guinea-Bissau","X2002",2.86
"Guinea-Bissau","X2003",2.87
"Guinea-Bissau","X2004",2.81
"Guinea-Bissau","X2005",2.7
"Guinea-Bissau","X2006",2.85
"Guinea-Bissau","X2007",2.79
"Guinea-Bissau","X2008",2.55
"Guinea-Bissau","X2009",2.54
"Guinea-Bissau","X2010",2.56
"Guinea-Bissau","X2011",2.44
"Guinea-Bissau","X2012",2.64
"Guinea-Bissau","X2013",2.43
"Guinea-Bissau","X2014",2.42
"Guinea-Bissau","X2015",2.5
"Guinea-Bissau","X2016",2.31
"Guinea-Bissau","X2017",2.23
"Guinea-Bissau","X2018",2.23
"Guinea-Bissau","X2019",2.19
"Guyana","X1990",12.93
"Guyana","X1991",13.15
"Guyana","X1992",13.06
"Guyana","X1993",13.15
"Guyana","X1994",13.46
"Guyana","X1995",14.45
"Guyana","X1996",14.95
"Guyana","X1997",15.45
"Guyana","X1998",15.74
"Guyana","X1999",15.91
"Guyana","X2000",15.56
"Guyana","X2001",16.6
"Guyana","X2002",16.47
"Guyana","X2003",16.82
"Guyana","X2004",17.34
"Guyana","X2005",16.83
"Guyana","X2006",16.56
"Guyana","X2007",16.97
"Guyana","X2008",17.17
"Guyana","X2009",17.18
"Guyana","X2010",17.49
"Guyana","X2011",27.71
"Guyana","X2012",27.91
"Guyana","X2013",27.97
"Guyana","X2014",28.09
"Guyana","X2015",28.13
"Guyana","X2016",24.62
"Guyana","X2017",24.58
"Guyana","X2018",24.73
"Guyana","X2019",25.29
"Haiti","X1990",0.77
"Haiti","X1991",0.78
"Haiti","X1992",0.82
"Haiti","X1993",0.76
"Haiti","X1994",0.68
"Haiti","X1995",0.76
"Haiti","X1996",0.79
"Haiti","X1997",0.82
"Haiti","X1998",0.83
"Haiti","X1999",0.83
"Haiti","X2000",0.87
"Haiti","X2001",0.88
"Haiti","X2002",0.9
"Haiti","X2003",0.89
"Haiti","X2004",0.86
"Haiti","X2005",0.86
"Haiti","X2006",0.85
"Haiti","X2007",0.88
"Haiti","X2008",0.87
"Haiti","X2009",0.86
"Haiti","X2010",0.91
"Haiti","X2011",0.98
"Haiti","X2012",0.94
"Haiti","X2013",0.96
"Haiti","X2014",0.98
"Haiti","X2015",1
"Haiti","X2016",1.02
"Haiti","X2017",1
"Haiti","X2018",0.99
"Haiti","X2019",0.99
"Honduras","X1990",3.47
"Honduras","X1991",3.4
"Honduras","X1992",3.36
"Honduras","X1993",3.23
"Honduras","X1994",3.27
"Honduras","X1995",3.31
"Honduras","X1996",3.14
"Honduras","X1997",3.12
"Honduras","X1998",3.12
"Honduras","X1999",2.86
"Honduras","X2000",2.86
"Honduras","X2001",2.78
"Honduras","X2002",2.78
"Honduras","X2003",3.11
"Honduras","X2004",3
"Honduras","X2005",3.02
"Honduras","X2006",3
"Honduras","X2007",3.02
"Honduras","X2008",2.96
"Honduras","X2009",2.91
"Honduras","X2010",2.87
"Honduras","X2011",3.04
"Honduras","X2012",2.99
"Honduras","X2013",3.02
"Honduras","X2014",3.01
"Honduras","X2015",3
"Honduras","X2016",2.91
"Honduras","X2017",2.82
"Honduras","X2018",2.91
"Honduras","X2019",2.89
"Hungary","X1990",8.75
"Hungary","X1991",8.26
"Hungary","X1992",7.31
"Hungary","X1993",7.36
"Hungary","X1994",7.35
"Hungary","X1995",7.19
"Hungary","X1996",7.42
"Hungary","X1997",7.27
"Hungary","X1998",7.28
"Hungary","X1999",7.38
"Hungary","X2000",7.1
"Hungary","X2001",7.4
"Hungary","X2002",7.26
"Hungary","X2003",7.55
"Hungary","X2004",7.46
"Hungary","X2005",7.4
"Hungary","X2006",7.34
"Hungary","X2007",7.14
"Hungary","X2008",7.01
"Hungary","X2009",6.44
"Hungary","X2010",6.45
"Hungary","X2011",6.3
"Hungary","X2012",5.94
"Hungary","X2013",5.72
"Hungary","X2014",5.77
"Hungary","X2015",6.08
"Hungary","X2016",6.19
"Hungary","X2017",6.42
"Hungary","X2018",6.43
"Hungary","X2019",6.39
"Iceland","X1990",13.19
"Iceland","X1991",12.57
"Iceland","X1992",11.64
"Iceland","X1993",11.38
"Iceland","X1994",11.59
"Iceland","X1995",11.26
"Iceland","X1996",12.16
"Iceland","X1997",11.95
"Iceland","X1998",12.35
"Iceland","X1999",12.09
"Iceland","X2000",12.06
"Iceland","X2001",11.33
"Iceland","X2002",11.44
"Iceland","X2003",11.26
"Iceland","X2004",11.4
"Iceland","X2005",11.08
"Iceland","X2006",12.38
"Iceland","X2007",12.09
"Iceland","X2008",11.52
"Iceland","X2009",10.45
"Iceland","X2010",10.08
"Iceland","X2011",9.27
"Iceland","X2012",9.19
"Iceland","X2013",9.62
"Iceland","X2014",9.7
"Iceland","X2015",9.75
"Iceland","X2016",8.21
"Iceland","X2017",8.19
"Iceland","X2018",8.02
"Iceland","X2019",7.68
"India","X1990",1.15
"India","X1991",1.19
"India","X1992",1.19
"India","X1993",1.2
"India","X1994",1.23
"India","X1995",1.27
"India","X1996",1.3
"India","X1997",1.33
"India","X1998",1.34
"India","X1999",1.39
"India","X2000",1.4
"India","X2001",1.61
"India","X2002",1.6
"India","X2003",1.61
"India","X2004",1.66
"India","X2005",1.7
"India","X2006",1.75
"India","X2007",1.85
"India","X2008",1.91
"India","X2009",2
"India","X2010",2.06
"India","X2011",2.07
"India","X2012",2.16
"India","X2013",2.19
"India","X2014",2.3
"India","X2015",2.29
"India","X2016",2.32
"India","X2017",2.4
"India","X2018",2.48
"India","X2019",2.46
"Indonesia","X1990",6.76
"Indonesia","X1991",6.75
"Indonesia","X1992",6.75
"Indonesia","X1993",6.72
"Indonesia","X1994",6.72
"Indonesia","X1995",6.8
"Indonesia","X1996",5.82
"Indonesia","X1997",10.53
"Indonesia","X1998",6.64
"Indonesia","X1999",6.03
"Indonesia","X2000",5.63
"Indonesia","X2001",4.75
"Indonesia","X2002",6.9
"Indonesia","X2003",5.3
"Indonesia","X2004",6.8
"Indonesia","X2005",5.5
"Indonesia","X2006",7.26
"Indonesia","X2007",4.76
"Indonesia","X2008",4.65
"Indonesia","X2009",6.23
"Indonesia","X2010",4.68
"Indonesia","X2011",6.87
"Indonesia","X2012",6.85
"Indonesia","X2013",6.51
"Indonesia","X2014",7.9
"Indonesia","X2015",8
"Indonesia","X2016",5.48
"Indonesia","X2017",5.47
"Indonesia","X2018",6.32
"Indonesia","X2019",7.24
"Iran","X1990",5.4
"Iran","X1991",5.77
"Iran","X1992",6.03
"Iran","X1993",6.07
"Iran","X1994",6.52
"Iran","X1995",6.6
"Iran","X1996",6.75
"Iran","X1997",6.96
"Iran","X1998",6.9
"Iran","X1999",7.4
"Iran","X2000",7.73
"Iran","X2001",7.49
"Iran","X2002",7.62
"Iran","X2003",8.06
"Iran","X2004",8.49
"Iran","X2005",8.95
"Iran","X2006",9.46
"Iran","X2007",9.86
"Iran","X2008",9.86
"Iran","X2009",10.07
"Iran","X2010",10
"Iran","X2011",10.63
"Iran","X2012",10.51
"Iran","X2013",10.66
"Iran","X2014",10.9
"Iran","X2015",10.75
"Iran","X2016",11.07
"Iran","X2017",11.31
"Iran","X2018",11.32
"Iran","X2019",10.78
"Iraq","X1990",6.9
"Iraq","X1991",3.51
"Iraq","X1992",4.82
"Iraq","X1993",6.12
"Iraq","X1994",6.76
"Iraq","X1995",6.47
"Iraq","X1996",6.2
"Iraq","X1997",7.58
"Iraq","X1998",6.95
"Iraq","X1999",6.29
"Iraq","X2000",6.84
"Iraq","X2001",6.98
"Iraq","X2002",6.23
"Iraq","X2003",5.04
"Iraq","X2004",5.72
"Iraq","X2005",5.41
"Iraq","X2006",5.33
"Iraq","X2007",5.12
"Iraq","X2008",5.69
"Iraq","X2009",5.96
"Iraq","X2010",6.34
"Iraq","X2011",6.58
"Iraq","X2012",7.16
"Iraq","X2013",7.3
"Iraq","X2014",7.03
"Iraq","X2015",7.14
"Iraq","X2016",7.58
"Iraq","X2017",7.81
"Iraq","X2018",7.91
"Iraq","X2019",8.17
"Ireland","X1990",15.37
"Ireland","X1991",15.44
"Ireland","X1992",15.38
"Ireland","X1993",15.48
"Ireland","X1994",15.82
"Ireland","X1995",15.96
"Ireland","X1996",16.21
"Ireland","X1997",16.43
"Ireland","X1998",17.15
"Ireland","X1999",17.42
"Ireland","X2000",18.03
"Ireland","X2001",18.41
"Ireland","X2002",17.91
"Ireland","X2003",17.68
"Ireland","X2004",17.17
"Ireland","X2005",17.11
"Ireland","X2006",16.79
"Ireland","X2007",15.92
"Ireland","X2008",15.38
"Ireland","X2009",14.07
"Ireland","X2010",13.69
"Ireland","X2011",12.82
"Ireland","X2012",13.06
"Ireland","X2013",12.79
"Ireland","X2014",12.73
"Ireland","X2015",13.01
"Ireland","X2016",13.29
"Ireland","X2017",13.04
"Ireland","X2018",12.51
"Ireland","X2019",11.89
"Israel","X1990",9.46
"Israel","X1991",9.12
"Israel","X1992",9.36
"Israel","X1993",9.89
"Israel","X1994",10.26
"Israel","X1995",10.68
"Israel","X1996",10.95
"Israel","X1997",11.2
"Israel","X1998",11.17
"Israel","X1999",11.25
"Israel","X2000",11.74
"Israel","X2001",11.44
"Israel","X2002",11.52
"Israel","X2003",11.43
"Israel","X2004",11.39
"Israel","X2005",11
"Israel","X2006",11.41
"Israel","X2007",11.65
"Israel","X2008",11.54
"Israel","X2009",11.2
"Israel","X2010",11.71
"Israel","X2011",11.47
"Israel","X2012",12.08
"Israel","X2013",10.8
"Israel","X2014",10.38
"Israel","X2015",10.4
"Israel","X2016",10.18
"Israel","X2017",10.16
"Israel","X2018",9.55
"Israel","X2019",9.64
"Italy","X1990",7.91
"Italy","X1991",7.86
"Italy","X1992",7.81
"Italy","X1993",7.7
"Italy","X1994",7.61
"Italy","X1995",8.05
"Italy","X1996",7.99
"Italy","X1997",8.06
"Italy","X1998",8.25
"Italy","X1999",8.39
"Italy","X2000",8.48
"Italy","X2001",8.45
"Italy","X2002",8.6
"Italy","X2003",8.89
"Italy","X2004",9.03
"Italy","X2005",9.01
"Italy","X2006",8.78
"Italy","X2007",8.62
"Italy","X2008",8.31
"Italy","X2009",7.44
"Italy","X2010",7.56
"Italy","X2011",7.37
"Italy","X2012",7.05
"Italy","X2013",6.44
"Italy","X2014",6.05
"Italy","X2015",6.25
"Italy","X2016",6.55
"Italy","X2017",6.47
"Italy","X2018",6.38
"Italy","X2019",6.3
"Jamaica","X1990",3.87
"Jamaica","X1991",3.84
"Jamaica","X1992",4.14
"Jamaica","X1993",4.18
"Jamaica","X1994",4.15
"Jamaica","X1995",4.24
"Jamaica","X1996",4.34
"Jamaica","X1997",4.35
"Jamaica","X1998",4.52
"Jamaica","X1999",4.6
"Jamaica","X2000",4.61
"Jamaica","X2001",3.51
"Jamaica","X2002",3.55
"Jamaica","X2003",3.69
"Jamaica","X2004",3.63
"Jamaica","X2005",3.6
"Jamaica","X2006",4.02
"Jamaica","X2007",3.97
"Jamaica","X2008",3.09
"Jamaica","X2009",2.44
"Jamaica","X2010",2.29
"Jamaica","X2011",3.25
"Jamaica","X2012",3.05
"Jamaica","X2013",3.19
"Jamaica","X2014",3.11
"Jamaica","X2015",3.05
"Jamaica","X2016",3.19
"Jamaica","X2017",3.06
"Jamaica","X2018",3.52
"Jamaica","X2019",3.44
"Japan","X1990",8.96
"Japan","X1991",9.05
"Japan","X1992",9.12
"Japan","X1993",9.04
"Japan","X1994",9.47
"Japan","X1995",9.57
"Japan","X1996",9.67
"Japan","X1997",9.55
"Japan","X1998",9.16
"Japan","X1999",9.35
"Japan","X2000",9.47
"Japan","X2001",9.1
"Japan","X2002",9.33
"Japan","X2003",9.37
"Japan","X2004",9.31
"Japan","X2005",9.31
"Japan","X2006",9.14
"Japan","X2007",9.41
"Japan","X2008",8.88
"Japan","X2009",8.42
"Japan","X2010",8.87
"Japan","X2011",9.73
"Japan","X2012",10.08
"Japan","X2013",10.19
"Japan","X2014",9.87
"Japan","X2015",9.6
"Japan","X2016",9.68
"Japan","X2017",9.57
"Japan","X2018",9.24
"Japan","X2019",8.96
"Jordan","X1990",5.22
"Jordan","X1991",5.07
"Jordan","X1992",5.49
"Jordan","X1993",5.37
"Jordan","X1994",5.36
"Jordan","X1995",5.08
"Jordan","X1996",4.76
"Jordan","X1997",4.55
"Jordan","X1998",4.3
"Jordan","X1999",4.04
"Jordan","X2000",4.08
"Jordan","X2001",4.02
"Jordan","X2002",4.09
"Jordan","X2003",4.11
"Jordan","X2004",4.29
"Jordan","X2005",4.42
"Jordan","X2006",4.39
"Jordan","X2007",4.44
"Jordan","X2008",4.12
"Jordan","X2009",4.03
"Jordan","X2010",3.79
"Jordan","X2011",3.71
"Jordan","X2012",3.96
"Jordan","X2013",3.8
"Jordan","X2014",3.87
"Jordan","X2015",3.77
"Jordan","X2016",3.69
"Jordan","X2017",3.79
"Jordan","X2018",3.63
"Jordan","X2019",3.62
"Kazakhstan","X1990",18.1
"Kazakhstan","X1991",18.48
"Kazakhstan","X1992",18.62
"Kazakhstan","X1993",16.5
"Kazakhstan","X1994",15.44
"Kazakhstan","X1995",13.94
"Kazakhstan","X1996",12.51
"Kazakhstan","X1997",11.2
"Kazakhstan","X1998",11.43
"Kazakhstan","X1999",10.53
"Kazakhstan","X2000",10.49
"Kazakhstan","X2001",10.39
"Kazakhstan","X2002",12.17
"Kazakhstan","X2003",12.82
"Kazakhstan","X2004",13.82
"Kazakhstan","X2005",14.61
"Kazakhstan","X2006",15.7
"Kazakhstan","X2007",16.28
"Kazakhstan","X2008",18.93
"Kazakhstan","X2009",16.76
"Kazakhstan","X2010",17.71
"Kazakhstan","X2011",17.85
"Kazakhstan","X2012",17.47
"Kazakhstan","X2013",18.06
"Kazakhstan","X2014",14.98
"Kazakhstan","X2015",13.7
"Kazakhstan","X2016",14.42
"Kazakhstan","X2017",15.36
"Kazakhstan","X2018",15.08
"Kazakhstan","X2019",14.67
"Kenya","X1990",1.29
"Kenya","X1991",1.2
"Kenya","X1992",1.16
"Kenya","X1993",1.11
"Kenya","X1994",1.09
"Kenya","X1995",1.07
"Kenya","X1996",1.01
"Kenya","X1997",0.98
"Kenya","X1998",0.99
"Kenya","X1999",1.03
"Kenya","X2000",0.97
"Kenya","X2001",1.51
"Kenya","X2002",1.5
"Kenya","X2003",1.48
"Kenya","X2004",1.52
"Kenya","X2005",1.49
"Kenya","X2006",1.45
"Kenya","X2007",1.84
"Kenya","X2008",1.82
"Kenya","X2009",1.77
"Kenya","X2010",1.76
"Kenya","X2011",1.6
"Kenya","X2012",1.53
"Kenya","X2013",1.52
"Kenya","X2014",1.54
"Kenya","X2015",1.55
"Kenya","X2016",1.31
"Kenya","X2017",1.21
"Kenya","X2018",1.19
"Kenya","X2019",1.4
"Kiribati","X1990",0.54
"Kiribati","X1991",0.54
"Kiribati","X1992",0.54
"Kiribati","X1993",0.59
"Kiribati","X1994",0.56
"Kiribati","X1995",0.59
"Kiribati","X1996",0.65
"Kiribati","X1997",0.61
"Kiribati","X1998",0.61
"Kiribati","X1999",0.61
"Kiribati","X2000",0.64
"Kiribati","X2001",0.62
"Kiribati","X2002",0.72
"Kiribati","X2003",0.75
"Kiribati","X2004",0.83
"Kiribati","X2005",0.99
"Kiribati","X2006",1.03
"Kiribati","X2007",0.87
"Kiribati","X2008",0.88
"Kiribati","X2009",0.81
"Kiribati","X2010",0.76
"Kiribati","X2011",0.76
"Kiribati","X2012",0.79
"Kiribati","X2013",0.84
"Kiribati","X2014",0.8
"Kiribati","X2015",0.81
"Kiribati","X2016",0.86
"Kiribati","X2017",1.02
"Kiribati","X2018",1.01
"Kiribati","X2019",1
"Kuwait","X1990",18.63
"Kuwait","X1991",5.21
"Kuwait","X1992",NA
"Kuwait","X1993",NA
"Kuwait","X1994",NA
"Kuwait","X1995",33.51
"Kuwait","X1996",33.11
"Kuwait","X1997",33
"Kuwait","X1998",33.43
"Kuwait","X1999",32.78
"Kuwait","X2000",34.13
"Kuwait","X2001",34.66
"Kuwait","X2002",34.99
"Kuwait","X2003",36.97
"Kuwait","X2004",38.66
"Kuwait","X2005",41.55
"Kuwait","X2006",41.27
"Kuwait","X2007",38.33
"Kuwait","X2008",38.75
"Kuwait","X2009",36.57
"Kuwait","X2010",35.88
"Kuwait","X2011",35.68
"Kuwait","X2012",35.12
"Kuwait","X2013",34.56
"Kuwait","X2014",32.81
"Kuwait","X2015",32.84
"Kuwait","X2016",33.29
"Kuwait","X2017",32.32
"Kuwait","X2018",32.35
"Kuwait","X2019",32.49
"Kyrgyzstan","X1990",7.16
"Kyrgyzstan","X1991",6.53
"Kyrgyzstan","X1992",4.78
"Kyrgyzstan","X1993",3.71
"Kyrgyzstan","X1994",2.57
"Kyrgyzstan","X1995",1.95
"Kyrgyzstan","X1996",2.12
"Kyrgyzstan","X1997",2.06
"Kyrgyzstan","X1998",2.08
"Kyrgyzstan","X1999",1.76
"Kyrgyzstan","X2000",1.73
"Kyrgyzstan","X2001",1.79
"Kyrgyzstan","X2002",1.97
"Kyrgyzstan","X2003",2.08
"Kyrgyzstan","X2004",2.08
"Kyrgyzstan","X2005",2
"Kyrgyzstan","X2006",1.99
"Kyrgyzstan","X2007",2.21
"Kyrgyzstan","X2008",2.41
"Kyrgyzstan","X2009",2.3
"Kyrgyzstan","X2010",2.21
"Kyrgyzstan","X2011",2.31
"Kyrgyzstan","X2012",2.73
"Kyrgyzstan","X2013",2.59
"Kyrgyzstan","X2014",2.64
"Kyrgyzstan","X2015",2.67
"Kyrgyzstan","X2016",2.13
"Kyrgyzstan","X2017",2.05
"Kyrgyzstan","X2018",2.34
"Kyrgyzstan","X2019",2.11
"Laos","X1990",4.55
"Laos","X1991",4.41
"Laos","X1992",4.35
"Laos","X1993",4.25
"Laos","X1994",4.22
"Laos","X1995",4.13
"Laos","X1996",4.12
"Laos","X1997",3.97
"Laos","X1998",4.23
"Laos","X1999",3.9
"Laos","X2000",3.81
"Laos","X2001",3.84
"Laos","X2002",3.98
"Laos","X2003",4.03
"Laos","X2004",4.72
"Laos","X2005",4.17
"Laos","X2006",3.95
"Laos","X2007",4.7
"Laos","X2008",3.9
"Laos","X2009",4.07
"Laos","X2010",4.58
"Laos","X2011",3.39
"Laos","X2012",3.63
"Laos","X2013",3.77
"Laos","X2014",3.74
"Laos","X2015",4.38
"Laos","X2016",5.52
"Laos","X2017",5.66
"Laos","X2018",5.56
"Laos","X2019",5.5
"Latvia","X1990",4.66
"Latvia","X1991",4.04
"Latvia","X1992",3.07
"Latvia","X1993",1.89
"Latvia","X1994",0.75
"Latvia","X1995",0.08
"Latvia","X1996",0.08
"Latvia","X1997",-0.15
"Latvia","X1998",-0.33
"Latvia","X1999",-0.6
"Latvia","X2000",-0.9
"Latvia","X2001",-1.19
"Latvia","X2002",-1.18
"Latvia","X2003",-1.13
"Latvia","X2004",-1.1
"Latvia","X2005",-1.04
"Latvia","X2006",-0.81
"Latvia","X2007",-0.62
"Latvia","X2008",-0.77
"Latvia","X2009",-1.15
"Latvia","X2010",-0.62
"Latvia","X2011",4.46
"Latvia","X2012",4.42
"Latvia","X2013",4.43
"Latvia","X2014",4.44
"Latvia","X2015",4.5
"Latvia","X2016",4.4
"Latvia","X2017",4.41
"Latvia","X2018",4.72
"Latvia","X2019",4.66
"Lebanon","X1990",2.6
"Lebanon","X1991",3.01
"Lebanon","X1992",2.88
"Lebanon","X1993",3.78
"Lebanon","X1994",3.88
"Lebanon","X1995",4.39
"Lebanon","X1996",4.58
"Lebanon","X1997",5.13
"Lebanon","X1998",5.18
"Lebanon","X1999",5.36
"Lebanon","X2000",4.93
"Lebanon","X2001",5.07
"Lebanon","X2002",4.84
"Lebanon","X2003",4.77
"Lebanon","X2004",4.7
"Lebanon","X2005",4.45
"Lebanon","X2006",4.19
"Lebanon","X2007",3.96
"Lebanon","X2008",4.76
"Lebanon","X2009",5.43
"Lebanon","X2010",5.1
"Lebanon","X2011",4.97
"Lebanon","X2012",5.15
"Lebanon","X2013",4.82
"Lebanon","X2014",4.9
"Lebanon","X2015",5.02
"Lebanon","X2016",5.06
"Lebanon","X2017",5.26
"Lebanon","X2018",5.04
"Lebanon","X2019",5.12
"Lesotho","X1990",1.15
"Lesotho","X1991",1.12
"Lesotho","X1992",1.19
"Lesotho","X1993",1.15
"Lesotho","X1994",1.1
"Lesotho","X1995",1.05
"Lesotho","X1996",1
"Lesotho","X1997",0.98
"Lesotho","X1998",0.95
"Lesotho","X1999",1.18
"Lesotho","X2000",1.13
"Lesotho","X2001",1.11
"Lesotho","X2002",1.03
"Lesotho","X2003",1.06
"Lesotho","X2004",1.04
"Lesotho","X2005",1.13
"Lesotho","X2006",1.11
"Lesotho","X2007",1.14
"Lesotho","X2008",1.11
"Lesotho","X2009",1.16
"Lesotho","X2010",1.16
"Lesotho","X2011",1.19
"Lesotho","X2012",1.21
"Lesotho","X2013",1.14
"Lesotho","X2014",1.13
"Lesotho","X2015",1.14
"Lesotho","X2016",1.14
"Lesotho","X2017",1.21
"Lesotho","X2018",1.2
